id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
129785,Holmes-Cannon,Zillow,3617.72,EUR,04/01/2024,FALSE,04/08/2022
129786,Campos-Hale,Zillow,2255.97,USD,31/08/2023,TRUE,22/02/2023
129787,"Giles, Galvan and Murray",Zillow,4295.67,EUR,13/02/2025,TRUE,29/08/2021
129788,"Powers, Adkins and Vang",Apartments.com,4991.19,USD,12/03/2024,FALSE,20/08/2020
129789,Martin and Sons,Craigslist,1530.71,USD,09/03/2023,FALSE,08/12/2021
129790,"Peterson, Scott and Rodriguez",Craigslist,3865,EUR,29/01/2025,FALSE,26/02/2024
129791,Smith LLC,Craigslist,4414.07,USD,08/06/2021,TRUE,06/07/2021
129792,Miller Group,Craigslist,1052.69,EUR,03/05/2021,FALSE,17/08/2021
129793,Davis-Jackson,Airbnb,1591.47,USD,18/02/2024,FALSE,14/01/2023
129794,Walker-Adams,Realtor,2699.24,EUR,08/05/2023,FALSE,09/04/2022
129795,Diaz-Butler,Apartments.com,1325.23,EUR,15/08/2024,FALSE,17/04/2023
129796,Jones and Sons,Realtor,3544,EUR,12/12/2020,FALSE,10/08/2023
129797,"Hall, York and Simmons",Airbnb,3981.78,USD,28/07/2024,TRUE,25/02/2023
129798,Cherry and Sons,Craigslist,3049.46,USD,17/10/2022,TRUE,25/10/2022
129799,"Torres, Davis and Cowan",Airbnb,1623.81,EUR,26/09/2023,TRUE,16/06/2022
129800,Becker Group,Apartments.com,2625.3,EUR,04/09/2024,FALSE,25/12/2023
129801,Young-Gilbert,Zillow,3998.95,USD,16/12/2021,TRUE,07/01/2022
129802,Flores-Hayes,Craigslist,1289.9,USD,01/12/2021,TRUE,29/11/2023
129803,Hartman PLC,Apartments.com,3362.65,INR,26/11/2021,TRUE,17/02/2023
129804,Bryan-Simmons,Craigslist,1951.38,INR,15/07/2022,FALSE,09/11/2020
129805,Snyder Inc,Apartments.com,3956.33,INR,04/09/2022,TRUE,02/12/2022
129806,"Mitchell, Whitehead and Gordon",Zillow,2114.31,USD,05/01/2023,TRUE,06/09/2024
129807,White-Gould,Zillow,2803.88,EUR,12/05/2022,FALSE,02/03/2023
129808,Norton-Barrett,Apartments.com,3819.89,INR,02/10/2020,FALSE,30/04/2023
129809,"Jones, Rivera and Taylor",Realtor,4001.43,USD,11/08/2023,FALSE,19/08/2020
129810,Erickson LLC,Craigslist,1587.58,EUR,30/10/2024,TRUE,07/09/2020
129811,Marks-Aguilar,Apartments.com,2630.85,USD,12/02/2020,FALSE,02/10/2021
129812,Rojas-Cooley,Craigslist,1666.85,EUR,14/06/2022,TRUE,13/12/2023
129813,Sullivan-Moses,Apartments.com,3833.71,EUR,14/07/2023,FALSE,04/05/2023
129814,Kelley-Farrell,Airbnb,1437.84,EUR,30/09/2021,TRUE,26/05/2020
129815,"Rogers, Holmes and Johnson",Apartments.com,3797.19,INR,08/03/2024,TRUE,03/12/2023
129816,"Cunningham, Webb and Molina",Apartments.com,4495.86,USD,06/07/2024,FALSE,24/07/2021
129817,"Curtis, Browning and Ibarra",Airbnb,4274.81,EUR,02/12/2024,FALSE,01/05/2020
129818,"Williams, Sanders and Stein",Realtor,3395.98,INR,16/04/2020,TRUE,26/08/2020
129819,Ramos Ltd,Zillow,3639.5,USD,22/11/2024,TRUE,19/11/2024
129820,"Ramos, Dean and Nicholson",Zillow,1219.23,EUR,13/02/2023,FALSE,18/09/2022
129821,Rogers PLC,Airbnb,1818.92,USD,03/03/2024,FALSE,25/04/2020
129822,Castillo and Sons,Realtor,1995.6,USD,26/10/2020,FALSE,09/06/2023
129823,Estes Ltd,Zillow,2398.73,INR,16/06/2023,TRUE,05/03/2020
129824,"Hansen, Simmons and Anderson",Airbnb,4372.24,INR,10/11/2022,FALSE,07/08/2022
129825,"Quinn, Brown and Walton",Zillow,1090.64,INR,17/01/2021,TRUE,20/05/2024
129826,Allen-Weiss,Apartments.com,3923.74,USD,10/07/2022,FALSE,04/06/2022
129827,Lynch-Banks,Airbnb,1086.88,EUR,01/01/2020,FALSE,07/10/2021
129828,"Rich, Brown and Patterson",Airbnb,4883.21,USD,18/02/2021,TRUE,01/09/2022
129829,"Fleming, Reese and Davila",Zillow,3823.05,EUR,18/01/2022,TRUE,10/03/2020
129830,Nichols PLC,Craigslist,3445.11,USD,04/04/2020,FALSE,21/11/2022
129831,Thomas-Watson,Zillow,4694.67,INR,16/02/2024,FALSE,05/02/2024
129832,"Maynard, Gomez and Conner",Apartments.com,1661.41,EUR,05/08/2020,FALSE,13/11/2020
129833,"Bowen, Anderson and Perez",Airbnb,3017.8,USD,04/09/2023,FALSE,12/06/2023
129834,"Nicholson, Williams and Russell",Craigslist,2136.81,INR,17/10/2022,FALSE,24/12/2021
129835,Ball LLC,Realtor,1006.72,INR,13/02/2021,TRUE,09/04/2023
129836,Wright and Sons,Craigslist,3527.33,USD,16/08/2024,FALSE,09/07/2020
129837,Bishop Ltd,Airbnb,2145.66,USD,09/05/2023,FALSE,09/11/2021
129838,"Holloway, Howard and Wong",Craigslist,3253.75,INR,07/02/2020,TRUE,21/02/2021
129839,Nelson and Sons,Craigslist,1817,INR,20/06/2021,FALSE,09/10/2024
129840,Morales-Green,Realtor,3000.71,INR,01/06/2021,TRUE,10/03/2022
129841,Smith-Carney,Craigslist,1182.76,EUR,09/12/2020,FALSE,08/05/2022
129842,Smith Group,Craigslist,1591.14,INR,02/08/2022,TRUE,20/05/2022
129843,Fischer-Gomez,Apartments.com,1576.76,EUR,17/01/2021,FALSE,13/01/2022
129844,Faulkner-Smith,Realtor,3696.66,INR,09/03/2024,TRUE,01/09/2021
129845,Harrison-Brown,Zillow,1456.1,USD,22/07/2020,TRUE,29/09/2022
129846,Kim-Smith,Zillow,3418.75,INR,28/08/2021,TRUE,12/05/2024
129847,"Stephens, Robinson and Hancock",Realtor,3001.12,INR,06/11/2024,FALSE,20/02/2023
129848,"Logan, Harris and Carroll",Realtor,2137.49,USD,23/10/2024,FALSE,01/08/2021
129849,Jones Inc,Apartments.com,1848.56,EUR,24/10/2024,FALSE,17/05/2022
129850,Scott LLC,Realtor,4544.25,EUR,10/06/2020,FALSE,05/01/2023
129851,"Davis, Schmidt and Davis",Craigslist,2810.48,USD,29/02/2020,FALSE,24/04/2021
129852,King LLC,Apartments.com,1968.48,USD,26/03/2024,FALSE,27/04/2020
129853,Strickland Group,Realtor,3607.74,USD,06/03/2021,FALSE,09/12/2023
129854,Waters PLC,Zillow,3469.87,USD,04/11/2021,FALSE,18/01/2020
129855,Jensen-Olson,Zillow,4741.11,INR,01/03/2020,FALSE,15/12/2020
129856,Erickson LLC,Airbnb,4855.01,USD,24/05/2021,FALSE,29/03/2024
129857,"Hall, Davis and Meyers",Airbnb,3400.26,EUR,24/03/2025,TRUE,16/02/2023
129858,"Medina, Mullen and Peck",Zillow,1549.73,INR,13/05/2023,TRUE,09/07/2024
129859,"Hardy, Hamilton and Nichols",Craigslist,1458.95,EUR,06/08/2020,TRUE,18/12/2021
129860,Peters PLC,Craigslist,3243.04,USD,31/12/2023,FALSE,17/10/2023
129861,Martinez Inc,Apartments.com,3224.52,EUR,14/05/2021,FALSE,17/06/2021
129862,Green-Roth,Airbnb,3962.18,USD,12/12/2024,FALSE,01/01/2022
129863,Dennis-Holden,Realtor,1949.34,INR,01/02/2024,TRUE,17/09/2023
129864,"Klein, Cooper and Tyler",Airbnb,4562.72,EUR,28/08/2021,TRUE,24/05/2021
129865,"Taylor, Collins and Sanders",Realtor,2795.11,EUR,30/10/2024,FALSE,22/11/2022
129866,Thompson-Henry,Zillow,1815.46,INR,21/08/2020,FALSE,26/03/2023
129867,Young-Butler,Airbnb,3970.49,USD,21/09/2022,TRUE,26/04/2022
129868,Thornton-Hill,Realtor,4036.95,USD,21/05/2020,TRUE,17/10/2021
129869,Rodriguez-Davis,Airbnb,3698.88,INR,23/05/2023,TRUE,06/07/2021
129870,Castillo Ltd,Apartments.com,4377.33,USD,06/10/2024,TRUE,23/10/2023
129871,Villarreal LLC,Zillow,3374.47,INR,24/05/2021,FALSE,23/12/2020
129872,Hernandez-Morgan,Zillow,2840.39,INR,10/12/2023,TRUE,05/07/2021
129873,"James, Davis and Snyder",Craigslist,1992.6,USD,29/09/2021,FALSE,07/04/2021
129874,"Graves, Parks and Howard",Airbnb,3934.51,INR,25/04/2024,TRUE,17/04/2023
129875,Jackson-Wilkinson,Realtor,2932.45,INR,31/12/2021,FALSE,30/08/2024
129876,"Martinez, Walker and Estes",Apartments.com,3105.66,USD,22/06/2024,FALSE,15/09/2023
129877,"Frey, Christensen and Hill",Realtor,3112.58,USD,17/07/2023,FALSE,24/03/2023
129878,"Gray, Martin and Ballard",Craigslist,2604.24,USD,24/08/2023,FALSE,25/06/2020
129879,Ross PLC,Airbnb,3963.79,USD,15/05/2023,TRUE,19/01/2025
129880,Sanchez Ltd,Realtor,1563.65,USD,10/09/2020,TRUE,31/10/2024
129881,Smith-Goodwin,Craigslist,2034.1,INR,26/03/2020,FALSE,25/06/2021
129882,Cruz Ltd,Zillow,3935.98,INR,12/10/2020,FALSE,26/02/2025
129883,Martin Ltd,Apartments.com,2389.9,EUR,15/02/2025,FALSE,09/04/2020
129884,Hudson LLC,Airbnb,2795.87,EUR,28/02/2024,TRUE,02/09/2023
129885,Roberts LLC,Apartments.com,2886.54,USD,05/02/2025,FALSE,11/10/2021
129886,"Payne, Roberson and Gutierrez",Craigslist,1432.52,EUR,20/12/2022,TRUE,09/04/2024
129887,Moore LLC,Apartments.com,3635.73,EUR,25/04/2023,FALSE,27/07/2024
129888,King-Marks,Zillow,1310.02,EUR,13/08/2023,TRUE,07/10/2022
129889,Castro Inc,Apartments.com,1636.63,EUR,31/05/2020,TRUE,19/10/2023
129890,Maynard Ltd,Zillow,2861.75,USD,06/01/2022,TRUE,02/12/2024
129891,Fisher-Pacheco,Realtor,2957.22,INR,26/11/2024,TRUE,15/08/2024
129892,"Clark, Robertson and Turner",Zillow,3169.38,INR,20/06/2023,FALSE,02/09/2024
129893,Mccarty-Roberts,Zillow,3489.43,USD,30/01/2024,FALSE,25/03/2022
129894,Cuevas Group,Zillow,2257,INR,12/05/2021,TRUE,21/12/2024
129895,Jones-Clark,Airbnb,3267.85,EUR,08/02/2021,TRUE,28/07/2023
129896,Dixon-Murphy,Airbnb,4884.28,INR,27/02/2022,TRUE,15/09/2023
129897,Stewart PLC,Airbnb,1635.13,INR,19/02/2025,TRUE,14/12/2024
129898,Butler-Dunn,Zillow,2394.54,INR,03/11/2022,FALSE,11/03/2023
129899,Moore and Sons,Apartments.com,3390.42,INR,22/01/2021,FALSE,08/07/2022
129900,"Clayton, Jones and Alvarez",Apartments.com,3860.04,INR,03/05/2021,TRUE,20/10/2021
129901,Russell and Sons,Apartments.com,1840.17,USD,10/10/2023,TRUE,16/08/2021
129902,Johnson-Willis,Craigslist,1872.87,INR,10/06/2020,TRUE,13/03/2021
129903,Griffin Group,Apartments.com,1968.49,INR,08/07/2022,TRUE,14/09/2021
129904,Vega-Harris,Realtor,3422.17,USD,23/08/2021,TRUE,27/12/2023
129905,"Gutierrez, Nelson and Klein",Craigslist,3946.38,EUR,30/12/2021,TRUE,10/09/2024
129906,Anderson-Powell,Craigslist,2972.46,USD,27/03/2022,TRUE,18/04/2021
129907,Johnson Ltd,Craigslist,3960.35,EUR,27/07/2020,TRUE,02/02/2021
129908,"Jones, Barber and Reese",Apartments.com,2750.41,EUR,02/04/2024,TRUE,24/03/2022
129909,Davidson-Woods,Apartments.com,4052.78,EUR,05/03/2024,TRUE,05/02/2023
129910,Nelson LLC,Airbnb,2720.86,INR,20/09/2023,TRUE,22/04/2020
129911,"White, Sanders and Andrews",Apartments.com,2147.43,USD,28/04/2023,FALSE,07/08/2022
129912,"Castillo, Cohen and Rocha",Realtor,2779.19,USD,06/03/2023,TRUE,21/04/2020
129913,Jones-Davis,Craigslist,3080.67,EUR,06/07/2021,TRUE,29/11/2023
129914,Wagner-Webster,Apartments.com,1914.91,USD,13/09/2020,TRUE,22/02/2023
129915,Cunningham-Stokes,Craigslist,2098.42,USD,06/02/2023,TRUE,10/02/2021
129916,"Wright, Howell and Vega",Airbnb,1216.01,INR,16/11/2021,FALSE,21/02/2024
129917,Robertson-Haley,Craigslist,3571.8,EUR,04/02/2025,FALSE,06/01/2022
129918,"Daniel, Shaw and Ferrell",Apartments.com,2847.83,USD,01/11/2021,FALSE,28/06/2022
129919,"Trujillo, Frank and Gallegos",Realtor,3694.52,INR,14/01/2021,TRUE,26/03/2020
129920,Jordan LLC,Craigslist,4452.61,INR,21/05/2020,TRUE,21/12/2020
129921,Anthony and Sons,Realtor,1408.09,INR,09/01/2023,TRUE,04/12/2023
129922,"Diaz, Nichols and Carr",Zillow,4603.92,USD,19/07/2021,FALSE,30/12/2023
129923,Reyes-Hughes,Zillow,2328.85,USD,31/03/2020,TRUE,27/12/2021
129924,Bradford and Sons,Apartments.com,4687.2,EUR,16/08/2020,FALSE,11/12/2022
129925,"Moody, Rhodes and Jones",Airbnb,1980.79,EUR,10/12/2022,TRUE,18/04/2022
129926,Velasquez PLC,Zillow,3778.15,EUR,03/11/2024,TRUE,23/03/2020
129927,"Diaz, Washington and Cooper",Zillow,4751.68,EUR,28/11/2023,TRUE,10/07/2023
129928,"Wood, Holmes and Gibbs",Airbnb,1306.81,USD,21/10/2021,FALSE,05/03/2020
129929,"Bennett, Carney and Caldwell",Zillow,3322.91,INR,01/02/2021,FALSE,25/12/2023
129930,Miller and Sons,Zillow,4876.98,INR,29/04/2023,TRUE,10/08/2024
129931,Guerra-Jones,Craigslist,2709.5,EUR,18/08/2021,TRUE,15/08/2020
129932,Cardenas and Sons,Realtor,3991.1,USD,21/01/2022,TRUE,16/04/2020
129933,Hall-Harvey,Airbnb,4040.09,EUR,06/05/2021,TRUE,08/02/2024
129934,French PLC,Apartments.com,3117.26,USD,04/02/2025,FALSE,25/04/2020
129935,"Mitchell, Garcia and Huber",Craigslist,1044.71,USD,16/10/2022,TRUE,04/04/2021
129936,Marks-Cordova,Apartments.com,4476.59,EUR,10/03/2022,TRUE,26/04/2020
129937,Gray and Sons,Apartments.com,4256.37,INR,02/04/2023,TRUE,27/11/2020
129938,"Lewis, Smith and Carter",Zillow,1717.2,EUR,22/05/2022,TRUE,04/04/2020
129939,Mitchell-Alvarado,Zillow,3077.53,EUR,22/01/2023,FALSE,11/06/2020
129940,Green-Brooks,Realtor,4787.54,EUR,07/08/2022,FALSE,11/05/2023
129941,Johnson LLC,Apartments.com,1309.57,INR,15/10/2024,FALSE,22/09/2023
129942,"Gonzalez, Wells and Vega",Apartments.com,3393.9,USD,28/02/2021,FALSE,06/08/2024
129943,Ray PLC,Craigslist,2183.88,USD,14/11/2024,TRUE,05/05/2023
129944,Walker-Jarvis,Realtor,3873.75,USD,30/10/2022,FALSE,27/12/2023
129945,"George, Alexander and Oneill",Realtor,3907.49,EUR,02/10/2023,FALSE,21/03/2023
129946,"Maldonado, Lamb and Stewart",Apartments.com,1982.86,INR,05/10/2021,FALSE,06/03/2023
129947,"Williams, James and Hardy",Airbnb,1995.04,EUR,25/11/2023,FALSE,25/11/2024
129948,"Lindsey, Haas and Cisneros",Craigslist,3027.32,USD,23/02/2022,FALSE,16/07/2021
129949,Bullock-Hamilton,Apartments.com,2247.87,USD,31/01/2020,TRUE,31/12/2022
129950,"Clark, Chang and Willis",Airbnb,2013.43,USD,20/03/2023,TRUE,17/11/2024
129951,Huerta Ltd,Zillow,1867.17,USD,17/03/2022,FALSE,08/03/2021
129952,"Patterson, Dixon and Gomez",Realtor,1474.01,INR,08/04/2021,TRUE,11/10/2024
129953,Brown and Sons,Zillow,4073.46,INR,02/08/2021,TRUE,11/11/2023
129954,"Mccormick, Hall and Gordon",Apartments.com,3920.27,EUR,17/03/2022,FALSE,12/10/2023
129955,Lewis-Kim,Zillow,1297.02,USD,20/03/2025,TRUE,25/02/2023
129956,Allen Inc,Craigslist,2854.08,EUR,25/05/2023,FALSE,01/11/2020
129957,Mckay-Moran,Zillow,3963.8,INR,06/04/2022,FALSE,26/07/2022
129958,Foster LLC,Zillow,3583.29,USD,19/12/2022,FALSE,20/02/2023
129959,"Simon, Smith and Case",Realtor,1728.05,EUR,09/04/2024,TRUE,16/07/2020
129960,Thomas-Perez,Craigslist,4694.61,EUR,13/01/2024,TRUE,15/03/2020
129961,Evans Group,Apartments.com,4513.83,INR,30/03/2024,FALSE,24/01/2020
129962,Merritt-Tucker,Zillow,3182.21,USD,03/08/2022,FALSE,17/04/2024
129963,Kemp Ltd,Craigslist,1260.89,USD,18/04/2020,FALSE,21/02/2022
129964,Townsend Inc,Zillow,1500.49,INR,13/05/2021,TRUE,21/11/2021
129965,"Marshall, Garcia and Ward",Apartments.com,2016.27,INR,12/03/2022,FALSE,08/11/2020
129966,Wagner Inc,Zillow,4682.42,USD,29/08/2021,TRUE,23/11/2020
129967,Porter PLC,Craigslist,1040.34,USD,09/12/2024,FALSE,23/08/2021
129968,"Pennington, Cole and Krause",Airbnb,1517.91,USD,17/10/2024,FALSE,17/10/2022
129969,Myers-Olson,Craigslist,3530.68,USD,04/06/2021,TRUE,05/08/2021
129970,Paul PLC,Airbnb,3926.81,EUR,09/01/2025,FALSE,17/06/2024
129971,Miller-Summers,Zillow,1463.96,EUR,27/02/2024,FALSE,25/11/2024
129972,Young LLC,Zillow,2301.1,EUR,04/11/2022,TRUE,27/02/2021
129973,Huffman-Maldonado,Realtor,2378.17,EUR,25/06/2022,FALSE,25/02/2020
129974,"Ward, Thompson and Hester",Realtor,2636.67,INR,03/02/2024,TRUE,05/10/2022
129975,Mcdonald PLC,Airbnb,1004.03,USD,28/05/2022,FALSE,16/03/2023
129976,Key-Allen,Realtor,4414.32,EUR,05/02/2025,TRUE,08/04/2020
129977,Mays PLC,Apartments.com,4465.19,EUR,02/01/2020,FALSE,16/09/2020
129978,"Collins, Perez and Shelton",Zillow,2236.1,INR,13/03/2025,TRUE,23/05/2020
129979,Hughes-Hunter,Realtor,1597.88,INR,24/08/2023,FALSE,20/07/2021
129980,Wagner LLC,Realtor,1729.87,EUR,23/03/2024,FALSE,12/03/2022
129981,Davis Ltd,Zillow,2943.12,EUR,15/11/2023,FALSE,18/03/2024
129982,Pena-Smith,Apartments.com,4452.16,INR,15/09/2021,TRUE,24/10/2020
129983,"Kim, Miller and Stevens",Zillow,2713.54,USD,28/05/2023,FALSE,08/04/2024
129984,"Saunders, Ruiz and White",Zillow,4318.97,USD,04/02/2020,FALSE,15/07/2024
129985,Dodson-Young,Craigslist,1618.41,USD,14/12/2020,TRUE,20/02/2023
129986,Woods Group,Zillow,2494.59,INR,22/09/2024,FALSE,22/11/2023
129987,"Garcia, Bennett and Kirk",Apartments.com,4415.87,USD,04/02/2022,TRUE,09/07/2024
129988,"Hughes, Walton and Short",Apartments.com,2754.43,INR,04/03/2024,FALSE,24/04/2020
129989,Thompson Inc,Airbnb,4878.67,INR,26/02/2022,FALSE,25/03/2022
129990,"Edwards, Brown and Hall",Airbnb,1092.33,USD,23/03/2021,FALSE,23/12/2021
129991,Martin Ltd,Craigslist,2317.4,INR,28/05/2020,FALSE,13/07/2022
129992,Williams PLC,Realtor,4894.24,USD,17/01/2023,TRUE,25/02/2024
129993,Grant and Sons,Zillow,2851.45,INR,09/11/2024,FALSE,16/01/2022
129994,"Pena, Garcia and Fuller",Airbnb,4669.17,USD,12/02/2023,FALSE,23/02/2024
129995,"Mason, Simpson and Thompson",Zillow,1289.79,EUR,19/05/2024,FALSE,12/03/2023
129996,"Maldonado, Preston and Baird",Apartments.com,2592.43,INR,19/02/2020,TRUE,08/02/2022
129997,"Holmes, Christian and Williams",Zillow,2753.86,EUR,31/05/2024,FALSE,05/05/2023
129998,"Conrad, Palmer and Green",Zillow,4799.56,INR,19/07/2024,FALSE,17/08/2023
129999,Hodge Inc,Airbnb,4934.12,EUR,01/06/2020,FALSE,23/04/2022
130000,"Robinson, Anderson and Owens",Airbnb,4882.79,INR,15/07/2023,TRUE,29/04/2022
130001,Morgan-Jordan,Airbnb,3556.54,EUR,14/05/2020,TRUE,02/11/2024
130002,Reed-White,Airbnb,4796.6,INR,28/06/2021,FALSE,25/10/2024
130003,"Stephens, Roberts and Love",Craigslist,2346.51,EUR,02/02/2023,TRUE,27/02/2023
130004,Diaz-Sexton,Zillow,4754.13,USD,30/03/2023,FALSE,01/06/2020
130005,Wright-Green,Realtor,4825.07,USD,02/10/2023,TRUE,10/01/2024
130006,"Davis, Wright and Santana",Apartments.com,1352.32,EUR,18/12/2023,FALSE,19/12/2023
130007,Young Group,Apartments.com,2417.87,INR,21/09/2021,TRUE,23/11/2021
130008,Cameron-Hopkins,Realtor,3741.25,INR,08/10/2023,FALSE,16/05/2021
130009,Gomez-Bautista,Airbnb,4542.51,INR,02/01/2022,TRUE,25/12/2024
130010,Benitez Group,Zillow,3627.8,EUR,09/03/2022,FALSE,22/02/2020
130011,"Dennis, Petersen and Perry",Airbnb,3054,INR,14/11/2024,FALSE,27/02/2020
130012,Berg-Payne,Apartments.com,3726.41,INR,05/09/2021,FALSE,11/07/2021
130013,Myers Group,Zillow,3001.64,USD,03/12/2022,TRUE,29/02/2024
130014,Norton PLC,Zillow,1889.58,USD,01/09/2024,FALSE,21/10/2022
130015,Barnes LLC,Realtor,4051.54,USD,24/09/2021,FALSE,02/03/2023
130016,"Barton, Edwards and Pearson",Realtor,4167.92,USD,22/02/2023,FALSE,06/07/2024
130017,Nelson and Sons,Zillow,4464.27,USD,24/09/2020,FALSE,20/06/2023
130018,Henderson Ltd,Craigslist,4796.17,INR,20/09/2024,TRUE,23/03/2021
130019,Macdonald-Perry,Airbnb,2940.55,EUR,29/07/2020,TRUE,09/06/2022
130020,Vega-Dunn,Craigslist,1551.51,EUR,14/04/2021,FALSE,01/02/2021
130021,Dillon and Sons,Craigslist,3789.35,INR,15/05/2021,FALSE,11/09/2022
130022,Oconnell-Newman,Zillow,2992.29,INR,19/03/2025,FALSE,30/08/2024
130023,Larsen-Perry,Airbnb,2771.59,INR,11/01/2020,FALSE,20/12/2022
130024,"Kelly, Morton and Owens",Realtor,1390.89,USD,22/08/2020,FALSE,02/01/2021
130025,"Bailey, Sanchez and Brooks",Zillow,1004.61,INR,09/04/2021,TRUE,17/05/2020
130026,Allison-Garrison,Craigslist,2616.95,USD,30/07/2024,TRUE,07/09/2020
130027,Lee-Cruz,Zillow,3525.49,USD,01/01/2021,FALSE,02/07/2024
130028,"Owens, Maxwell and Griffith",Apartments.com,1355.61,EUR,02/03/2020,TRUE,20/05/2022
130029,Clements-Hill,Realtor,2779.44,INR,21/03/2020,FALSE,10/04/2020
130030,"Medina, Hill and Hernandez",Realtor,1341.44,INR,29/07/2020,TRUE,05/07/2024
130031,Ward-Thomas,Apartments.com,1278.81,INR,07/06/2021,TRUE,24/02/2020
130032,James Inc,Zillow,4917.82,USD,06/03/2021,TRUE,13/03/2022
130033,Taylor-Knapp,Zillow,1689.09,USD,30/04/2023,FALSE,26/01/2024
130034,Hughes Ltd,Apartments.com,2495.01,EUR,09/06/2021,TRUE,10/12/2023
130035,"Cunningham, Le and Jackson",Airbnb,3777.18,USD,03/01/2021,TRUE,14/05/2021
130036,"Carroll, Gonzalez and Leon",Airbnb,1340.9,USD,18/03/2023,FALSE,24/12/2021
130037,"Waters, Mullins and Dominguez",Realtor,2901.23,EUR,29/06/2020,FALSE,24/10/2022
130038,Burton PLC,Craigslist,2903.51,EUR,08/10/2021,TRUE,27/05/2021
130039,Clayton Ltd,Apartments.com,4068.23,INR,18/06/2021,FALSE,01/07/2022
130040,"Rosario, Cervantes and Olson",Realtor,4126.66,USD,07/03/2020,FALSE,03/07/2023
130041,"Garcia, Hensley and Hooper",Airbnb,4036.82,USD,10/05/2020,FALSE,24/08/2020
130042,Anderson LLC,Apartments.com,3901.12,EUR,19/01/2023,FALSE,16/02/2020
130043,"Wilson, Smith and Davis",Zillow,4031.85,INR,18/01/2025,TRUE,09/10/2022
130044,Berry-Mayer,Realtor,2589,EUR,11/11/2024,FALSE,06/07/2023
130045,"Crawford, Park and Keller",Zillow,2790.53,USD,21/07/2021,TRUE,08/01/2024
130046,Bentley and Sons,Airbnb,2020.06,INR,20/06/2024,FALSE,16/08/2023
130047,"Bowman, Burnett and Webster",Craigslist,1077.73,INR,13/07/2022,TRUE,13/02/2022
130048,Larson-Jenkins,Craigslist,3189.71,USD,31/07/2021,TRUE,06/11/2020
130049,Huerta PLC,Craigslist,4497.44,USD,15/09/2024,FALSE,03/02/2020
130050,Rodriguez-Durham,Craigslist,2432.5,EUR,20/08/2021,FALSE,31/03/2021
130051,Wilson-Brown,Realtor,4962.56,EUR,08/09/2024,TRUE,08/04/2024
130052,Tapia Ltd,Airbnb,3217.18,INR,01/09/2020,TRUE,19/02/2024
130053,"Nelson, Williams and Wong",Airbnb,1812.51,EUR,19/05/2023,FALSE,14/11/2024
130054,"Morales, Black and Norman",Apartments.com,1610.77,INR,03/04/2022,TRUE,01/09/2024
130055,Ortega PLC,Apartments.com,2396.85,USD,21/01/2024,FALSE,21/09/2020
130056,Collier and Sons,Zillow,2100.24,USD,14/07/2022,TRUE,01/09/2023
130057,"Gibson, Howell and Greene",Realtor,4602,EUR,17/03/2025,TRUE,26/03/2022
130058,Johnson-Mendoza,Craigslist,1884.73,INR,25/02/2025,TRUE,10/01/2024
130059,Dodson-Perez,Realtor,1823.16,EUR,03/10/2020,TRUE,03/01/2022
130060,"Davis, Harrington and Bryan",Zillow,1754.41,INR,16/11/2024,TRUE,27/04/2023
130061,Ford-Payne,Craigslist,1388.24,EUR,08/10/2023,FALSE,05/01/2025
130062,Richard PLC,Apartments.com,2963.28,EUR,29/04/2020,TRUE,21/12/2021
130063,Hill-Green,Apartments.com,4845.09,USD,25/01/2023,TRUE,31/08/2020
130064,"Smith, Wright and Hardin",Zillow,1258.95,EUR,22/12/2024,FALSE,31/03/2020
130065,"Adams, Cannon and Hunter",Craigslist,3268.34,EUR,26/04/2023,FALSE,20/11/2023
130066,"Barker, Hodge and Vance",Apartments.com,4688.88,EUR,24/04/2020,FALSE,14/08/2024
130067,"Lewis, Freeman and Martinez",Apartments.com,3786.1,EUR,23/03/2021,TRUE,12/08/2022
130068,Cardenas-Warren,Realtor,4422.02,EUR,30/06/2024,FALSE,30/06/2020
130069,"Ryan, Hoover and Walters",Airbnb,1074.39,USD,04/10/2020,TRUE,23/09/2022
130070,"Williams, Adams and Ewing",Airbnb,4688.34,INR,01/10/2024,TRUE,01/04/2021
130071,"Doyle, Wiley and Cordova",Airbnb,3240.91,INR,05/11/2024,FALSE,23/04/2021
130072,"Olson, Wiley and Montgomery",Airbnb,4256.92,INR,24/01/2021,FALSE,12/09/2020
130073,Ortiz-Navarro,Airbnb,3871.46,INR,03/02/2021,FALSE,13/02/2023
130074,Perry PLC,Zillow,3522.09,EUR,16/09/2022,TRUE,06/08/2020
130075,Edwards-Adkins,Apartments.com,4400.85,EUR,04/03/2024,TRUE,27/12/2021
130076,Lewis Ltd,Apartments.com,4650.1,USD,11/01/2024,FALSE,05/08/2020
130077,"Arnold, Eaton and Cox",Zillow,1883.54,EUR,01/12/2024,FALSE,16/04/2024
130078,Wilkerson Ltd,Airbnb,1176.49,EUR,17/12/2022,TRUE,11/08/2020
130079,Hale and Sons,Realtor,4653.66,USD,17/10/2023,TRUE,10/11/2021
130080,"Rowe, Stout and Montgomery",Craigslist,4867.78,USD,20/08/2024,TRUE,19/09/2023
130081,Martinez-Santiago,Airbnb,3181.99,EUR,22/08/2020,FALSE,03/03/2024
130082,"Peterson, Lyons and Cook",Craigslist,1912.73,INR,01/02/2022,FALSE,15/02/2023
